交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,金额（元）   ,分类,备注,交易对方            ,商品名称                ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2019111122001185201414195069	","T200P709375586582626625	",2019/11/11 19:44,2019/11/11 19:45,2019/11/27 20:41,淘宝        ,支付宝担保交易         ,60,衣服裤子,双11,山东网店            ,性感微透 女士纯色蕾丝钩花网纱内裤 中腰薄款三角内裤 纯棉内档 等多件,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201413615587	","T200P708512896744626625	",2019/11/11 17:09,2019/11/11 17:09,2019/12/11 18:41,淘宝        ,支付宝担保交易         ,35.8,日常用品,双11,jyok杂货铺         ,日本进口imotani脚底按摩器穴位指压板脚踩式足底按摩板按摩垫子,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201414174288	","T200P708512896743626625	",2019/11/11 17:09,2019/11/11 17:09,2019/11/27 9:22,淘宝        ,支付宝担保交易         ,16.9,日常用品,双11,金沽长办公专营店        ,【双11狂欢价】阅读架读书架看书支架桌上儿童小学生用书夹书靠书立立书托架子书撑器放书固定书本课本神器简约可升降多功能,支出      ,交易成功    ,0,0,                    ,已支出      
"20191111300000010085201212509207	","T10000P679390050375626625	",2019/11/11 10:23,2019/11/11 10:23,2019/11/11 10:23,淘宝        ,支付宝担保交易         ,89.88,鞋帽包包,双11,热风旗舰店           ,双11预售热风2019年冬新款女士时尚雪地靴青年加厚雪地棉H89W9815,支出      ,支付成功    ,0,0,                    ,已支出      
"2019111122001185201413557913	","T200P706552129191626625	",2019/11/11 10:23,2019/11/11 10:23,2019/11/27 0:10,淘宝        ,支付宝担保交易         ,40.11,日常用品,双11,by家纺旗舰店         ,【双11狂欢价】办公室久坐四季通用超清凉透气黑科技凝胶蜂窝巢鸡蛋坐垫椅垫硅胶,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201413667388	","T200P706552129193626625	",2019/11/11 10:23,2019/11/11 10:23,2019/11/26 19:55,淘宝        ,支付宝担保交易         ,24.12,日常用品,双11,gusgu古尚古专卖店     ,【双11狂欢价】古尚古懒人手机支架桌面ipad平板支夹电脑pad万能通用视频直播看电视简约支驾多功能支撑抖音神器固定,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201413792219	","T200P706552129192626625	",2019/11/11 10:23,2019/11/11 10:23,2019/11/27 0:20,淘宝        ,支付宝担保交易         ,13.22,日常用品,双11,deroace旗舰店      ,【双11狂欢价】夜骑t6自行车灯车前灯USB充电强光LED手电筒山地车灯骑行装备配件,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201413768709	","T200P575683028888626625	",2019/11/11 0:08,2019/11/11 0:08,2019/11/28 16:11,淘宝        ,支付宝担保交易         ,352.76,衣服裤子,双11,baleno班尼路旗舰店    ,【双11狂欢价】Baleno班尼路夹克男潮流韩版棒球服秋冬纯色短款外套男Z 等多件,支出      ,交易成功    ,0,0,                    ,已支出      
"2019111122001185201413692334	","T200P574923509239626625	",2019/11/11 0:02,2019/11/11 0:05,2019/11/27 7:36,淘宝        ,支付宝担保交易         ,438.69,鞋帽包包,双11,nike官方旗舰店       ,【双11狂欢价】Nike耐克官方NIKE AIR ZOOM PEGASUS 36男子跑步鞋夏季透气AQ2203,支出      ,交易成功    ,0,0,                    ,已支出      
"2019102722001185201406679984	","T200P683503170833626625	",2019/10/27 19:06,2019/10/27 19:06,2019/11/7 14:42,淘宝        ,支付宝担保交易         ,29.8,私家车费用,行车记录仪支架,指趣汽车用品专营店       ,凌度行车记录仪吸盘式支架BL850 Z10 LD500 F3 T200专用充电底座,支出      ,交易成功    ,0,0,                    ,已支出      
"20191024300000010085201205507902	","T10000P679390050375626625	",2019/10/24 22:21,2019/10/24 22:21,2019/10/24 22:21,淘宝        ,支付宝担保交易         ,20,鞋帽包包,双11,热风旗舰店           ,双11预售热风2019年冬新款女士时尚雪地靴青年加厚雪地棉H89W9815,支出      ,支付成功    ,0,0,                    ,已支出      
"2019102022001485201403827022	","bd_e2cca902f06d4a42bfc9c8d2fbad286f-78	",2019/10/20 18:37,2019/10/20 18:37,2019/10/20 18:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,2,公共交通,哈啰,哈啰出行            ,哈啰助力车骑行             ,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101422001185201401661893	","T200P664353760960626625	",2019/10/14 22:20,2019/10/14 22:20,2019/10/25 8:39,淘宝        ,支付宝担保交易         ,18.9,日常用品,干发巾,洁丽雅悠购专卖店        ,2条洁丽雅干发帽女吸水速干擦头发毛巾包头巾浴帽可爱长发干发巾,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101322001485201401241926	","bd_3742e7a13d0a4d9d95d252c9b2d7bec7-341	",2019/10/13 11:34,2019/10/13 11:34,2019/10/13 11:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,2,公共交通,哈啰,哈啰出行            ,哈啰车费                ,支出      ,交易成功    ,0,0,                    ,已支出      
"2019093022001185200545952194	","T200P644922083526626625	",2019/9/30 18:24,2019/9/30 18:25,2019/10/10 18:57,淘宝        ,支付宝担保交易         ,4.8,数码装备,电源线,荣域华府旗舰店         ,电脑显卡双4Pin转6pin转接线4P大4D转6P转换线6针供电线电源线,支出      ,交易成功    ,0,0,                    ,已支出      
"2019092722001185200527558346	","T200P640898819630626625	",2019/9/27 10:24,2019/9/27 10:24,2019/10/7 15:33,淘宝        ,支付宝担保交易         ,8.6,运动健身,拉力绳,迈德运动专营店         ,MYSPORTS 8字拉力器健身女士扩胸瑜伽弹力绳拉力绳拉伸带家用器材,支出      ,交易成功    ,0,0,                    ,已支出      
"2019092322001185200503410115	","T200P635727169390626625	",2019/9/23 16:16,2019/9/23 16:16,2019/10/3 17:30,淘宝        ,支付宝担保交易         ,39.9,数码装备,充电器头,绿联数码旗舰店         ,绿联5a充电器头22.5w超级快充通用华为p10p20p30mate20pro荣耀9x 20v10畅享小米手机18快,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091622001185200563711465	","T200P626182433928626625	",2019/9/16 23:01,2019/9/16 23:01,2019/9/27 9:49,淘宝        ,支付宝担保交易         ,4.97,数码装备,USB转TTL线,risym旗舰店        ,USB转TTL USB转串口下载线CH340G模块 RS232升级板刷机板线PL2303,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091522001485201001254002	","bd_f379f5a6541f43698564960d89b203a0-218	",2019/9/15 18:19,2019/9/15 18:19,2019/9/15 18:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,1.5,公共交通,哈啰,哈啰出行            ,哈啰车费                ,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091422001485201001184064	","bd_1a739e41c04e4eb0bb2d0f4533b0584a-614	",2019/9/14 18:05,2019/9/14 18:05,2019/9/14 18:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,1.5,公共交通,哈啰,哈啰出行            ,哈啰车费                ,支出      ,交易成功    ,0,0,                    ,已支出      
"2019090622001185201000049532	","T200P611475425617626625	",2019/9/6 23:56,2019/9/6 23:57,2019/9/17 11:05,淘宝        ,支付宝担保交易         ,49.9,衣服裤子,汉服男童,王小丽187          ,儿童夏装汉服男童套装夏季中国风唐装宝宝古装小男孩中式薄款衣服,支出      ,交易成功    ,0,0,                    ,已支出      
"2019090122001185200592872294	","T200P603183392944626625	",2019/9/1 12:59,2019/9/1 13:00,2019/9/11 14:39,淘宝        ,支付宝担保交易         ,12.3,日常用品,防撞条,贝得力旗舰店          ,儿童防撞角防磕碰防撞条安全保护角宝宝桌角套窗户包桌子茶几直角,支出      ,交易成功    ,0,0,                    ,已支出      
